sepal_length,sepal_width,petal_length,petal_width,species
-0.624515345240161,0.8787259918369735,-1.0553052223931971,-1.0671650517059004,0
-0.9375182629022931,-0.19915051684155669,-1.0553052223931971,-1.0671650517059004,0
-1.2505211805644267,0.23200008662985577,-1.1228704957781275,-1.0671650517059004,0
-1.4070226393954943,0.016424784894149547,-0.9877399490082668,-1.0671650517059004,0
-0.7810168040712271,1.0943012935726797,-1.0553052223931971,-1.0671650517059004,0
-0.15501096874695988,1.7410271987797974,-0.8526094022384063,-0.7281262304377625,0
-1.4070226393954943,0.6631506901012673,-1.0553052223931971,-0.8976456410718315,0
-0.7810168040712271,0.6631506901012673,-0.9877399490082668,-1.0671650517059004,0
-1.7200255570576264,-0.41472581857726293,-1.0553052223931971,-1.0671650517059004,0
-0.9375182629022931,0.016424784894149547,-0.9877399490082668,-1.2366844623399693,0
-0.15501096874695988,1.309876595308386,-0.9877399490082668,-1.0671650517059004,0
-1.0940197217333607,0.6631506901012673,-0.9201746756233364,-1.0671650517059004,0
-1.0940197217333607,-0.19915051684155669,-1.0553052223931971,-1.2366844623399693,0
-1.876527015888694,-0.19915051684155669,-1.258001042547988,-1.2366844623399693,0
0.47099486657730594,1.9566025005155037,-1.1904357691630578,-1.0671650517059004,0
0.3144934077462398,2.8189037074583285,-0.9877399490082668,-0.7281262304377625,0
-0.15501096874695988,1.7410271987797974,-1.1228704957781275,-0.7281262304377625,0
-0.624515345240161,0.8787259918369735,-1.0553052223931971,-0.8976456410718315,0
0.3144934077462398,1.5254518970440911,-0.8526094022384063,-0.8976456410718315,0
-0.624515345240161,1.5254518970440911,-0.9877399490082668,-0.8976456410718315,0
-0.15501096874695988,0.6631506901012673,-0.8526094022384063,-1.0671650517059004,0
-0.624515345240161,1.309876595308386,-0.9877399490082668,-0.7281262304377625,0
-1.4070226393954943,1.0943012935726797,-1.3255663159329183,-1.0671650517059004,0
-0.624515345240161,0.44757538836556104,-0.8526094022384063,-0.5586068198036936,0
-1.0940197217333607,0.6631506901012673,-0.7174788554685457,-1.0671650517059004,0
-0.7810168040712271,-0.19915051684155669,-0.9201746756233364,-1.0671650517059004,0
-0.7810168040712271,0.6631506901012673,-0.9201746756233364,-0.7281262304377625,0
-0.46801388640909347,0.8787259918369735,-0.9877399490082668,-1.0671650517059004,0
-0.46801388640909347,0.6631506901012673,-1.0553052223931971,-1.0671650517059004,0
-1.2505211805644267,0.23200008662985577,-0.9201746756233364,-1.0671650517059004,0
-1.0940197217333607,0.016424784894149547,-0.9201746756233364,-1.0671650517059004,0
-0.15501096874695988,0.6631506901012673,-0.9877399490082668,-0.7281262304377625,0
-0.46801388640909347,2.172177802251209,-0.9877399490082668,-1.2366844623399693,0
0.0014904900841062254,2.387753103986916,-1.0553052223931971,-1.0671650517059004,0
-0.9375182629022931,0.016424784894149547,-0.9877399490082668,-1.2366844623399693,0
-0.7810168040712271,0.23200008662985577,-1.1904357691630578,-1.0671650517059004,0
